rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Cronin, Fran Albin","Nolan, Patricia M.","Dexter, Emily R.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Fantini, Alfred B.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Weinstein, David J.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Nolan, Patricia M.","Crutchfield, Jake W.","Kadete, Elechi M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kadete, Elechi M.","Cisternino, Pia","Cronin, Fran Albin","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Harding, Jr., Richard","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Harding, Jr., Richard","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cisternino, Pia","Kelly, Kathleen M.","Harding, Jr., Richard","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Dexter, Emily R.","Crutchfield, Jake W.","Harding, Jr., Richard","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cisternino, Pia","Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Crutchfield, Jake W.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Crutchfield, Jake W.","Fantini, Alfred B.","Dexter, Emily R.","Kelly, Kathleen M.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.","Weinstein, David J.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.","Weinstein, David J.","Bowman, Manikka L.","Dexter, Emily R.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Cisternino, Pia","Kadete, Elechi M."
"Harding, Jr., Richard","Cisternino, Pia","Kelly, Kathleen M.","Bowman, Manikka L.","Weinstein, David J.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Dexter, Emily R.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Crutchfield, Jake W.","Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.","Kelly, Kathleen M.","Cisternino, Pia","Bowman, Manikka L.",skipped,skipped,skipped
"Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Bowman, Manikka L.","Harding, Jr., Richard","Cronin, Fran Albin","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Kadete, Elechi M.","Cisternino, Pia","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kadete, Elechi M.","Fantini, Alfred B.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Harding, Jr., Richard","Cronin, Fran Albin","Cisternino, Pia","Dexter, Emily R.","Kelly, Kathleen M.","Fantini, Alfred B.","Weinstein, David J.","Kadete, Elechi M.","Crutchfield, Jake W."
"Dexter, Emily R.","Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.","Cisternino, Pia","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cisternino, Pia","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Cronin, Fran Albin","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Nolan, Patricia M.","Harding, Jr., Richard","Kadete, Elechi M.","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Dexter, Emily R.","Crutchfield, Jake W.","Fantini, Alfred B.","Kelly, Kathleen M."
"Nolan, Patricia M.","Cronin, Fran Albin","Kelly, Kathleen M.","Weinstein, David J.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Weinstein, David J.","Cisternino, Pia","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Cronin, Fran Albin","Dexter, Emily R.","Kadete, Elechi M."
"Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.","Harding, Jr., Richard","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.","Harding, Jr., Richard","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Cisternino, Pia","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Cronin, Fran Albin","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Crutchfield, Jake W.","Kadete, Elechi M.","Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Dexter, Emily R.","Cisternino, Pia","Crutchfield, Jake W.","Kadete, Elechi M.","Kelly, Kathleen M.","Weinstein, David J.",skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Harding, Jr., Richard","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Cisternino, Pia","Kelly, Kathleen M.","Nolan, Patricia M.","Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Kelly, Kathleen M.","Harding, Jr., Richard","Dexter, Emily R.","Bowman, Manikka L.","Kadete, Elechi M.","Weinstein, David J.","Cisternino, Pia","Cronin, Fran Albin",skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Weinstein, David J.","Cronin, Fran Albin","Bowman, Manikka L.","Cisternino, Pia","Fantini, Alfred B.","Crutchfield, Jake W.",skipped,"Harding, Jr., Richard","Kadete, Elechi M.",skipped
"Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Fantini, Alfred B.","Bowman, Manikka L.","Kelly, Kathleen M.","Cisternino, Pia","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Kelly, Kathleen M.","Crutchfield, Jake W.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,"Nolan, Patricia M."
"Fantini, Alfred B.","Harding, Jr., Richard","Dexter, Emily R.","Kadete, Elechi M.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Crutchfield, Jake W.","Weinstein, David J.","Kelly, Kathleen M.","Fantini, Alfred B.","Harding, Jr., Richard","Cisternino, Pia","Bowman, Manikka L.","Nolan, Patricia M.","Cronin, Fran Albin",skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Cronin, Fran Albin","Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M.","Fantini, Alfred B.",skipped,skipped,skipped
"Bowman, Manikka L.","Kelly, Kathleen M.","Cisternino, Pia","Weinstein, David J.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Cisternino, Pia","Kadete, Elechi M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Bowman, Manikka L.","Crutchfield, Jake W.","Harding, Jr., Richard","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cisternino, Pia","Bowman, Manikka L.","Crutchfield, Jake W.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Cisternino, Pia","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Dexter, Emily R.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Cisternino, Pia","Fantini, Alfred B.","Bowman, Manikka L.","Nolan, Patricia M.","Kadete, Elechi M.","Harding, Jr., Richard","Crutchfield, Jake W.","Kelly, Kathleen M.","Cronin, Fran Albin",skipped
"Bowman, Manikka L.","Cisternino, Pia","Crutchfield, Jake W.","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Cisternino, Pia","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Bowman, Manikka L.","Kelly, Kathleen M.","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Dexter, Emily R.","Cronin, Fran Albin","Crutchfield, Jake W.","Nolan, Patricia M.","Kadete, Elechi M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.","Cronin, Fran Albin","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard","Crutchfield, Jake W.","Kadete, Elechi M.","Cisternino, Pia","Cronin, Fran Albin","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.","Fantini, Alfred B.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Crutchfield, Jake W.","Harding, Jr., Richard","Nolan, Patricia M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Cisternino, Pia","Kadete, Elechi M.","Bowman, Manikka L.","Kelly, Kathleen M.","Nolan, Patricia M.","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped
"Bowman, Manikka L.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Harding, Jr., Richard","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Nolan, Patricia M.","Weinstein, David J.","Cronin, Fran Albin","Dexter, Emily R.","Kadete, Elechi M.","Kelly, Kathleen M.","Crutchfield, Jake W.","Cisternino, Pia","Bowman, Manikka L."
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Cronin, Fran Albin","Crutchfield, Jake W.","Kelly, Kathleen M.","Cisternino, Pia","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Cisternino, Pia","Weinstein, David J.","Bowman, Manikka L.","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Harding, Jr., Richard","Dexter, Emily R.","Fantini, Alfred B.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.","Cronin, Fran Albin","Nolan, Patricia M.","Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.","Cronin, Fran Albin","Harding, Jr., Richard","Nolan, Patricia M.","Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped
"Crutchfield, Jake W.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Bowman, Manikka L.","Harding, Jr., Richard","Cisternino, Pia","Kelly, Kathleen M.",skipped,skipped,skipped
"Crutchfield, Jake W.","Nolan, Patricia M.","Cronin, Fran Albin","Fantini, Alfred B.","Bowman, Manikka L.","Harding, Jr., Richard","Cisternino, Pia","Kelly, Kathleen M.",skipped,skipped,skipped
"Kadete, Elechi M.","Harding, Jr., Richard","Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Crutchfield, Jake W.","Bowman, Manikka L.","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Kadete, Elechi M.","Cisternino, Pia","Crutchfield, Jake W.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Weinstein, David J.",skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Crutchfield, Jake W.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.","Cronin, Fran Albin","Cisternino, Pia",skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Weinstein, David J.","Cisternino, Pia","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.","Fantini, Alfred B.","Weinstein, David J.","Nolan, Patricia M.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Harding, Jr., Richard","Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran Albin","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kelly, Kathleen M.","Bowman, Manikka L.","Cisternino, Pia","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cronin, Fran Albin","Harding, Jr., Richard","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Kadete, Elechi M.","Bowman, Manikka L.","Cisternino, Pia","Cronin, Fran Albin","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Nolan, Patricia M.","Crutchfield, Jake W.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.","Nolan, Patricia M.","Harding, Jr., Richard","Kelly, Kathleen M.","Cronin, Fran Albin","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Harding, Jr., Richard","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped
"Dexter, Emily R.","Harding, Jr., Richard","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Crutchfield, Jake W.","Cisternino, Pia","Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Harding, Jr., Richard","Fantini, Alfred B.","Cronin, Fran Albin","Kelly, Kathleen M.","Bowman, Manikka L.","Cisternino, Pia","Weinstein, David J.","Crutchfield, Jake W.","Dexter, Emily R.","Kadete, Elechi M."
"Bowman, Manikka L.","Harding, Jr., Richard","Kadete, Elechi M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
skipped,skipped,skipped,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped
"Cisternino, Pia","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Harding, Jr., Richard",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Bowman, Manikka L.","Harding, Jr., Richard","Crutchfield, Jake W.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Nolan, Patricia M.","Fantini, Alfred B.","Cronin, Fran Albin","Harding, Jr., Richard",skipped,"Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
"Kadete, Elechi M.","Weinstein, David J.","Bowman, Manikka L.","Cisternino, Pia","Crutchfield, Jake W.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped
